model,rmse,mase,smape,horizon,timestamp
naive,1.1633285577743417,1.3125554569653932,1.007981462393366,12,2025-05-19T13:36:21.303921+00:00
seasonal_naive,1.0376254944182264,1.1834516415261767,0.91006393726409,12,2025-05-19T13:36:21.305344+00:00
ets_add_add,1.7410344585101472,2.117990119142643,1.6341679387441497,12,2025-05-19T13:36:21.470647+00:00
auto_arima,0.7348852818877908,0.7612951710006648,0.5830694468053172,12,2025-05-19T13:41:32.706012+00:00
