date,forecast
2024-03-01,15267.6
2024-04-01,15267.6
2024-05-01,15267.6
2024-06-01,15267.6
2024-07-01,15267.6
2024-08-01,15267.6
2024-09-01,15267.6
2024-10-01,15267.6
2024-11-01,15267.6
2024-12-01,15267.6
2025-01-01,15267.6
2025-02-01,15267.6
