model,rmse,mase,smape,horizon,timestamp
naive,3188.2469846975996,9.28774773995138,16.585963017414244,12,2025-05-20T12:29:33.887321+00:00
seasonal_naive,3453.8442289389664,11.151142956540395,20.570896072541103,12,2025-05-20T12:29:33.889960+00:00
ets_add_add,1933.822953143166,5.82428501671039,10.090951630130018,12,2025-05-20T12:29:34.001566+00:00
auto_arima,1037.9752870673033,3.0379844006820016,5.19839395443557,12,2025-05-20T12:29:54.924054+00:00
