date,forecast
2024-03-01,15404.623208424346
2024-04-01,15326.163033717805
2024-05-01,15880.454329254653
2024-06-01,17805.883756717314
2024-07-01,16606.89173653355
2024-08-01,16284.915572226892
2024-09-01,17211.224622876678
2024-10-01,17426.51787742373
2024-11-01,17668.90515413597
2024-12-01,20038.522519067054
2025-01-01,18000.25658530741
2025-02-01,18369.877937256802
